,TFIDF,username
to,0.02621837778937075,kaesangp
isi,0.02621837778937075,kaesangp
siapa,0.02621837778937075,kaesangp
liat,0.02621837778937075,kaesangp
percaya,0.02621837778937075,kaesangp
sudah,0.02621837778937075,kaesangp
sang,0.02621837778937075,kaesangp
sama,0.02621837778937075,kaesangp
sahamnya,0.02621837778937075,kaesangp
saham,0.02621837778937075,kaesangp
proses,0.02621837778937075,kaesangp
produksinya,0.02621837778937075,kaesangp
tapi,0.02621837778937075,kaesangp
perusahaan,0.02621837778937075,kaesangp
pengen,0.02621837778937075,kaesangp
mari,0.02621837778937075,kaesangp
pake,0.02621837778937075,kaesangp
padang,0.02621837778937075,kaesangp
teknikal,0.02621837778937075,kaesangp
tentang,0.02621837778937075,kaesangp
tidak,0.02621837778937075,kaesangp
tidur,0.02621837778937075,kaesangp
muatan,0.02621837778937075,kaesangp
menunggu,0.02621837778937075,kaesangp
membela,0.02621837778937075,kaesangp
gimana,0.02621837778937075,kaesangp
malah,0.02621837778937075,kaesangp
dengan,0.02621837778937075,kaesangp
depan,0.02621837778937075,kaesangp
apakah,0.02621837778937075,kaesangp
day,0.02621837778937075,kaesangp
buka,0.02621837778937075,kaesangp
belom,0.02621837778937075,kaesangp
disclaimer,0.02621837778937075,kaesangp
bakal,0.02621837778937075,kaesangp
apa,0.02621837778937075,kaesangp
banget,0.02621837778937075,kaesangp
dong,0.02621837778937075,kaesangp
analisisnya,0.02621837778937075,kaesangp
berita,0.02621837778937075,kaesangp
cuanmin,0.02621837778937075,kaesangp
besok,0.02621837778937075,kaesangp
cuma,0.02621837778937075,kaesangp
bangetsaya,0.013109188894685375,kaesangp
sana,0.013109188894685375,kaesangp
bang,0.013109188894685375,kaesangp
sayadikasih,0.013109188894685375,kaesangp
sayapengen,0.013109188894685375,kaesangp
banyaknya,0.013109188894685375,kaesangp
sebagai,0.013109188894685375,kaesangp
sebelom,0.013109188894685375,kaesangp
fundamentalnya,0.013109188894685375,kaesangp
segitu,0.013109188894685375,kaesangp
sekali,0.013109188894685375,kaesangp
sambel,0.013109188894685375,kaesangp
sekarangbaru,0.013109188894685375,kaesangp
selalu,0.013109188894685375,kaesangp
semoga,0.013109188894685375,kaesangp
bagus,0.013109188894685375,kaesangp
semuanya,0.013109188894685375,kaesangp
sendok,0.013109188894685375,kaesangp
seperti,0.013109188894685375,kaesangp
ayam,0.013109188894685375,kaesangp
serokmalempadahal,0.013109188894685375,kaesangp
sekarang,0.013109188894685375,kaesangp
